6.039830e+002, 1.569048e+004
6.074327e+002, 1.505000e+004
6.108826e+002, 1.588000e+004
6.143324e+002, 1.822311e+004
6.177822e+002, 1.903943e+004
6.212321e+002, 2.305761e+004
6.246818e+002, 3.045201e+004
6.281317e+002, 3.554313e+004
6.315814e+002, 4.135187e+004
6.350313e+002, 4.482952e+004
6.384811e+002, 5.355992e+004
6.419309e+002, 5.614273e+004
6.453807e+002, 6.115174e+004
6.488306e+002, 6.665355e+004
6.522803e+002, 7.155334e+004
6.557302e+002, 8.225038e+004
6.591799e+002, 8.852305e+004
6.626298e+002, 9.778470e+004
6.660796e+002, 1.114766e+005
6.695294e+002, 1.231925e+005
6.729792e+002, 1.355620e+005
6.764290e+002, 1.524245e+005
6.798788e+002, 1.785771e+005
6.833286e+002, 2.154463e+005
6.867784e+002, 2.718222e+005
6.902283e+002, 3.559473e+005
6.936781e+002, 4.789717e+005
6.971279e+002, 6.580086e+005
7.005778e+002, 9.105173e+005
7.040275e+002, 1.251238e+006
7.074774e+002, 1.695447e+006
7.109271e+002, 2.261534e+006
7.143770e+002, 2.952013e+006
7.178268e+002, 3.785988e+006
7.212766e+002, 4.759948e+006
7.247264e+002, 5.861780e+006
7.281763e+002, 7.077138e+006
7.316260e+002, 8.403773e+006
7.350758e+002, 9.863930e+006
7.385256e+002, 1.142581e+007
7.419755e+002, 1.302343e+007
7.454253e+002, 1.459236e+007
7.488751e+002, 1.606648e+007
7.523250e+002, 1.735522e+007
7.557747e+002, 1.844355e+007
7.592245e+002, 1.945952e+007
7.626743e+002, 2.041420e+007
7.661241e+002, 2.127117e+007
7.695740e+002, 2.199740e+007
7.730238e+002, 2.237262e+007
7.764736e+002, 2.208570e+007
7.799235e+002, 2.092612e+007
7.833732e+002, 1.887552e+007
7.868231e+002, 1.603412e+007
7.902728e+002, 1.283319e+007
7.937227e+002, 9.671544e+006
7.971725e+002, 6.913040e+006
8.006223e+002, 4.736684e+006
8.040721e+002, 3.155274e+006
8.075219e+002, 2.066006e+006
8.109717e+002, 1.356211e+006
8.144215e+002, 9.042665e+005
8.178713e+002, 6.250711e+005
8.213212e+002, 4.348208e+005
8.247710e+002, 3.098788e+005
8.282208e+002, 2.302891e+005
8.316707e+002, 1.708340e+005
8.351204e+002, 1.393578e+005
8.385703e+002, 1.039436e+005
8.420200e+002, 8.695179e+004
8.454698e+002, 7.642831e+004
8.489197e+002, 6.195750e+004
8.523695e+002, 5.970683e+004
8.558193e+002, 5.323758e+004
8.592692e+002, 5.025326e+004
8.627189e+002, 5.147854e+004
8.661688e+002, 4.782043e+004
8.696185e+002, 4.682981e+004
8.730684e+002, 4.129673e+004
8.765182e+002, 4.582945e+004
8.799680e+002, 4.755883e+004
8.834178e+002, 4.515053e+004
8.868676e+002, 4.354379e+004
8.903174e+002, 4.306407e+004
8.937673e+002, 4.268305e+004
8.972170e+002, 4.501634e+004
9.006669e+002, 4.256409e+004
9.041167e+002, 4.429067e+004
9.075665e+002, 4.382084e+004
9.110163e+002, 4.678045e+004
9.144661e+002, 4.574620e+004
9.179160e+002, 4.223123e+004
9.213658e+002, 4.424018e+004
9.248156e+002, 4.561471e+004
9.282654e+002, 4.795605e+004
9.317152e+002, 4.585009e+004
9.351650e+002, 4.461609e+004
