3.624960e+002, 7.987143e+003
3.659458e+002, 6.877747e+003
3.693957e+002, 6.708968e+003
3.728455e+002, 1.134497e+004
3.762953e+002, 8.217487e+003
3.797451e+002, 9.381859e+003
3.831949e+002, 4.688483e+003
3.866447e+002, 9.054033e+003
3.900945e+002, 1.098590e+004
3.935443e+002, 7.223291e+003
3.969942e+002, 6.012479e+003
4.004440e+002, 5.661256e+003
4.038938e+002, 5.852945e+003
4.073436e+002, 1.087338e+004
4.107934e+002, 6.034817e+003
4.142432e+002, 8.690594e+003
4.176931e+002, 5.507414e+003
4.211429e+002, 9.462990e+003
4.245927e+002, 6.953483e+003
4.280425e+002, 6.301518e+003
4.314923e+002, 6.562851e+003
4.349421e+002, 4.476689e+003
4.383919e+002, 1.117123e+004
4.418417e+002, 6.784943e+003
4.452916e+002, 8.364094e+003
4.487414e+002, 8.872449e+003
4.521912e+002, 3.602832e+003
4.556410e+002, 8.737129e+003
4.590908e+002, 8.727429e+003
4.625406e+002, 7.257523e+003
4.659904e+002, 8.401027e+003
4.694402e+002, 7.184772e+003
4.728900e+002, 9.995778e+003
4.763399e+002, 1.109032e+004
4.797897e+002, 8.858989e+003
4.832395e+002, 1.038639e+004
4.866893e+002, 7.965249e+003
4.901391e+002, 1.153400e+004
4.935889e+002, 1.137570e+004
4.970388e+002, 1.046954e+004
5.004886e+002, 1.206926e+004
5.039384e+002, 1.052542e+004
5.073882e+002, 1.362999e+004
5.108380e+002, 1.002646e+004
5.142878e+002, 8.920608e+003
5.177376e+002, 1.339403e+004
5.211874e+002, 1.197690e+004
5.246373e+002, 1.314225e+004
5.280870e+002, 1.077017e+004
5.315369e+002, 1.470017e+004
5.349867e+002, 1.110862e+004
5.384365e+002, 1.309160e+004
5.418864e+002, 1.737920e+004
5.453361e+002, 1.151303e+004
5.487859e+002, 1.791021e+004
5.522357e+002, 1.522490e+004
5.556855e+002, 1.679662e+004
5.591354e+002, 1.667610e+004
5.625852e+002, 1.672619e+004
5.660350e+002, 1.713822e+004
5.694848e+002, 1.631077e+004
5.729346e+002, 1.574812e+004
5.763845e+002, 1.882633e+004
5.798342e+002, 1.355440e+004
5.832841e+002, 1.446760e+004
5.867339e+002, 1.487449e+004
5.901837e+002, 1.723502e+004
5.936335e+002, 1.448575e+004
5.970833e+002, 1.588651e+004
6.005331e+002, 1.656187e+004
